revGrowth,EPS,GrossMargin,Class
577.2,980,743.3,0
156,11450,549.3,0
213.5,30.6,346.9,0
577.1,-7667997,145.3,0
753.1,0,667.4,1
-121.8,-130,565.3,0
3277.2,-1010,773.9,1
-34.3,430,1000,0
18.2,4170,1000,1
-64.9,5270,502.4,1
6.5,2210,903.3,0
54.8,1640,1000,0
-23.2,5330,1000,1
44.4,680.1,1000,0
35.6,5580,1000,0
78.5,2160,852.4,1
20.2,1010,1000,0
-20.5,800,1000,0
-27.1,581,1000,0
91.2,2450,722.5,1
430.4,5200,958.3,0
193,340,525.6,0
114.6,960,1000,1
40.9,3260,1000,1
42.4,816,1000,0
53.2,2170,1000,1
-125.3,1680,1000,1
37.3,3100,1000,0
41.3,730,1000,1
-91.4,1622.3,990.6,0
67.2,2170,313.8,1
-245.4,-43.6,1000,0
131.8,2600,1000,0
122.1,2780,1000,1
-93.1,740,499.9,0
70.7,1680,1000,0
-8.9,2760,1000,1
106.6,1550,1000,1
170.1,810,1000,1
254.8,9070,459.6,0
62.9,3340,1000,1
455.7,1250,1000,0
112.4,3380,510.4,1
928.3,340,1000,1
4.3,1090,1000,1
75,5480,353.2,0
-50.6,3270,430.8,1
9.4,17550,1000,0
135.8,3110,1000,1
1515.6,1720,710.5,1
108.2,2270,1000,0
-59.1,430,1000,0
60,3370,1000,1
258.9,970,1000,1
-11,1020,1000,1
165.9,3710,1000,0
129.9,1430,957.1,0
-39.8,7440,1000,1
121.7,1940,720.9,0
-63.2,770,848,1
1154.3,-2200,823.2,0
63.4,3790,1000,0
-131.5,2620,1000,0
-13.9,920,1000,1
-259.6,105.9,548.6,0
91,1830,911.8,0
196.5,2420,1000,1
11.8,1600,411.9,1
426.2,860,1000,1
-88.3,1057.4,1000,0
296.2,380,1000,1
240,6300,936.8,1
-4.7,8500,469.7,1
305,3250,287.2,0
29.9,840,1000,1
290,1110,1000,1
9.6,2267,1000,1
141.7,2080,1000,0
-99.6,1810,419.5,1
-216.7,72.6,1000,1
-92.2,936.6,1000,1
-74,240,376,1
558.7,910,1000,1
816.3,4030,952,1
-9.6,7710,1000,0
142.9,4680,1000,0
837.6,1890,1000,0
25.6,-10,1000,1
7.7,1170,1000,1
-157.9,351.1,153.1,0
164.8,2420,1000,1
41.6,4620,1000,0
-17.5,560,1000,1
-582.1,620,1000,0
56.3,2690,1000,0
12.1,-2510,180.3,0
-19.7,1550,411.4,0
50.5,2940,895.3,0
47.4,960,1000,0
-14.6,4910,1000,0
998.3,1090,434.5,1
15,1570,305.4,0
47.8,5390,1000,1
56.2,1780,988.8,0
124.2,1890,1000,1
21.2,6370,372.5,0
4.9,110,1000,1
1671.9,1566.3,294.6,0
768.9,790,1000,0
124.6,2030,1000,1
79,2210,1000,1
95.5,1980,1000,1
31.6,5360,895.2,0
37.5,10820,489.6,1
227.8,8720,393,0
35.8,7380,496.9,1
822.4,1050,973.7,0
19.9,1090.5,1000,1
-6.8,850,1000,1
158.7,3490,1000,0
132.4,5810,167,0
-9.2,3280,1000,0
127.9,3700,483.8,0
17.1,2630,342.3,0
-47.8,3450,821.1,0
65,832.2,1000,1
184.1,1690,1000,1
261.6,430,1000,0
127.2,1560,1000,1
54.9,1950,1000,1
-21.8,1420,1000,0
131.2,2070,518.8,1
-169.2,1690,301.3,0
16.2,1580,545.4,1
261,-190,1000,0
1711.5,-840,995.7,0
33,920.2,223.8,0
-166.8,220,1000,1
-306,-3080,1000,0
2.2,1810,1000,1
20,3688.9,1000,0
155.9,715,1000,1
-56.1,2180,903.8,1
-94.7,2120,139.5,1
88.5,19580,894.6,0
382.7,-1640,171.5,1
81.1,1110,1000,1
19.5,4730,1000,0
158.2,1220,1000,1
83.8,3410,981,1
95.5,8450,838.4,0
-23.9,6995.6,1000,0
119.1,2930,1000,0
35.8,-3600,1000,0
-2,680,1000,1
235.9,1060,721.6,0
229.4,460,1000,1
119.1,2650,1000,0
51.7,2100,1000,1
107.2,480,465.9,0
-41.5,1430,1000,0
97.4,4320,1000,0
28.4,5057.8,1000,0
68.4,2550,822,0
91.4,3210,422.4,1
-372.3,2940,510.2,0
91.2,3120,1000,1
34.4,480,1000,1
198.4,516.6,248.8,1
21.2,1840,431.1,1
-5,7470,1000,0
72.5,4980,615.7,1
1263.7,1920,1000,0
147.4,6520,575.7,1
151.5,3320,574,1
29.9,2690,1000,0
124.9,10080.5,1000,0
326.4,790,705.7,0
111,2230,1000,1
305.5,1620,1000,1
208.3,-370,1000,0
-29.6,1310,228,1
-6.8,1110,1000,1
4.8,5724.4,1000,0
455.1,1980,610.5,0
56.8,9880,279.4,0
884.9,3313.6,1000,0
53.7,1340,1000,1
51.5,1100,508.6,0
-57,460,1000,1
109.8,620,1000,1
1422.5,-600,464.6,0
-30.7,790,796.7,1
216,320,1000,1
15.7,560,1000,1
98.6,3150,617.4,1
371.1,1930,1000,1
40.2,5400,1000,1
78.7,2970,562.3,0
54.5,1690,887,0
49.4,2340,1000,0
48.7,920,868.6,0
566.3,1100,739.2,0
67.6,3230,340.5,0
15.7,1730,1000,1
123.2,1530,1000,1
20.4,820,1000,0
302.1,5820,945.2,1
-78.8,80,565.7,0
128.5,1060,370.8,1
130.8,1600,1000,1
173.4,1520,1000,0
90,2450,590.6,1
71.6,1980,1000,1
100.7,2030,1000,1
349.2,4010,770.9,0
873.1,1920,617,1
727.6,820,1000,1
-2.3,1360,1000,1
468.5,560,1000,1
6.8,26160,296.2,1
-366.7,-1720,1000,1
350.5,1055,1000,1
161.6,90,1000,0
340.9,4320,1000,0
109.4,3310,1000,0
55,220,1000,1
198.4,3530,1000,0
123.5,5070,218.9,1
111.1,2790,1000,1
700.4,2478.5,363.1,0
68.9,2520,431.2,1
35.6,3710,1000,1
31.9,1580,1000,0
-116,395.2,1000,1
28.3,1120,1000,0
125.8,1510,1000,1
148.7,3630,744.1,0
31,1180,917.4,0
92.3,1770,1000,1
58.2,857,1000,1
199.6,1090,1000,1
-148.4,-953.3,1000,0
70.2,7016.5,1000,1
69.1,1433,1000,1
0,1840,0,0
2.4,1830,1000,0
-86.8,1380,1000,1
-26.8,4230,1000,1
82.5,1370,1000,1
48.8,1190,1000,1
58.2,3380,670.6,0
147.2,7890,1000,0
-213.9,559.6,928.2,1
-8,1000,1000,1
-1.2,920,1000,1
26.4,960,1000,1
201.9,840,952.8,1
-11,1996.4,1000,0
28.5,2500,392.3,1
146.5,430,1000,1
346.7,2060,536.7,0
531.1,880,872,0
612.2,1860,1000,0
200,390,1000,0
165.8,560,1000,0
118.9,980,1000,1
-10.8,1530,1000,1
288,1570,1000,1
379.2,560,1000,0
88,3290,767.1,0
34.4,2440,1000,1
79.7,820,1000,1
75.2,2290,1000,1
3,2114.2,1000,0
72.1,560,333.1,0
307.4,1440,751.8,1
9936.8,1010,753.5,0
-126.3,1350,483.1,0
52,467,1000,0
69.2,1110,1000,1
679.5,1320,1000,1
-356.5,5940,1000,0
49.2,1310,1000,0
231.5,1420,757.1,1
274.5,3110,1000,1
208.3,2310,1000,1
-25.8,2302,246.8,1
30.8,6620,1000,0
111.8,1470,1000,1
207.6,3140,1000,1
369.1,1480,1000,1
234.1,3880,1000,0
60.7,11960,1000,1
-24.2,2560,423.1,0
763.5,1680,793.8,1
-54.7,660,1000,1
145.1,1660,715.3,0
0,-250,0,0
5.3,2170,1000,0
-90.8,966,1000,0
-17.4,1750,1000,1
194.2,210,1000,1
209.5,1660,1000,1
49.3,1220,1000,1
-254.6,1130,737.1,0
-42,1080,1000,1
162.8,2010,1000,1
57.1,6410,217.1,1
488,1293.2,789.3,1
164,70,1000,1
121.6,1360,1000,0
56.5,420,1000,0
-87.2,12770,842.9,1
136.5,1570,459.3,1
123.9,1710,1000,1
560.4,800,1000,1
11.9,530,779.5,0
73.9,2340,359.7,1
72.2,2240,1000,1
1058,1550,1000,1
340.7,1730,906.6,0
112.5,700,1000,1
55.7,680,1000,0
52.3,41400,251.5,1
730,920,383.8,1
119.6,540,1000,1
39.2,2390,1000,0
75.1,300,1000,1
242.7,2650,1000,0
94.6,2090,870.5,0
103.8,5900,701.4,0
225.7,730,1000,1
18.4,380,1000,1
2.5,4420,442.3,1
608.9,1380,649.6,0
186.1,1150,1000,0
648.6,3080,596.2,1
119.7,420,1000,1
79.6,1500,1000,1
159.6,1490,1000,1
63.2,2500,1000,1
-775.6,3590,1000,1
-363.7,3500,1000,1
103.5,1360,766.8,1
-22,9150,400.4,0
64.9,990,1000,1
-65.3,2320,1000,0
33.7,4780,1000,1
80,2707.2,174.6,1
119.7,366,1000,0
131.3,630,1000,1
267.9,540,1000,1
-28.1,2190,1000,1
-262.9,890,1000,1
77.7,-120,303.4,0
-175,1100,4.6,1
187.5,22380,571,1
63.2,9800,1000,0
174.8,640,1000,0
123.6,1590,1000,1
69.1,3190,413.8,1
-23.4,3400,1000,1
-91.6,790,1000,1
475.8,1280,1000,1
198.4,1230,1000,1
226.2,2170,666.2,1
-53,250,814.1,1
4.9,410,1000,1
-25.3,3833.5,1000,0
37.1,2010,1000,1
24.1,2200,1000,1
265.9,1890,1000,1
156.2,1270,1000,1
32.9,3510,1000,1
340.1,1290,1000,1
-11.6,310,1000,1
26.4,2550,1000,1
81.5,1220,1000,1
187.5,-50,782.7,1
-40.1,2500,1000,1
-199.3,1010,9.5,1
106.5,1090,1000,1
37.8,1275,1000,1
-13.2,330,1000,1
325,980,1000,1
199.8,1170,1000,1
-37.3,340,1000,1
1530.8,2530,1000,1
58,1540,1000,1
12.9,-600,513.1,1
9.8,880,1000,1
-1,1230,1000,1
104.7,780,1000,0
32.1,1880,1000,1
92.8,960,1000,1
1012,1770,-3370.7,0
76.8,810,1000,0
492.6,1820,673.5,0
99.6,1647,1000,1
36.4,51130,416.1,1
704.6,11610,987,1
-29.6,480,1000,1
2.8,-880,975,0
-507.2,-60,1000,0
368.8,730,659.7,1
74.4,1500,1000,0
-199.7,-880,741.5,0
-276.4,1640.9,505.8,0
233.2,3630,1000,0
21.7,1110,1000,1
188,1490,1000,1
109.3,0,1000,0
66,1340,1000,1
99.5,830,785.7,0
642.4,1450,745.8,1
94.1,2020,1000,0
39.6,820,1000,1
56.2,1950,1000,1
-4.4,1530,1000,1
-14.9,2010,1000,1
-52.2,200,1000,1
-25.5,1390,1000,1
56.1,1320,1000,1
118.3,1010,980.1,1
-39.4,4444,1000,0
-33.9,1918.5,1000,0
196.4,7180.4,456,1
58.6,5450,1000,1
86.5,1128,1000,1
-31.7,530,1000,0
216.4,910,1000,1
-500.5,-680,1000,1
187.5,1675,1000,1
284,9880,1000,1
243.1,1020,1000,1
24.6,790,1000,1
95.1,720,1000,1
-37.8,650,974.8,0
-24.1,410,1000,1
12.4,13560,1000,1
66.6,1250,1000,1
41.5,1611,1000,1
88.3,2070,1000,0
272.4,1180,1000,1
238.6,110,1000,1
167.7,1740,1000,1
45.8,2500,587.8,1
-1000,-620,0,0
336.8,1030,817.3,1
170.4,580,1000,1
2382.6,-100,927.4,0
157.7,10750,1000,0
55.2,2050,1000,0
397.8,-270,760,0
115.3,1630,226.6,1
307.5,-40,1000,1
-301.5,1605,1000,0
92,1380,1000,1
44.2,1760,1000,0
-18.6,2430,1000,1
-77.4,1620,1000,1
36.8,3630,1000,1
933.6,460,1000,1
35,1350,1000,1
115.2,4320,1000,0
-89.3,2040,1000,1
1.5,1970,1000,1
133.8,2880,243.2,1
-77.6,-950,1000,1
81.5,200,1000,1
104.4,1450,1000,0
44.8,1290,1000,0
145.1,560,1000,1
52.3,1040,1000,1
25.5,480,1000,1
2209.1,1240,842.2,1
-133.7,700,377.4,0
587,-350,756.8,1
1433.1,110,1000,1
-29.9,870,1000,1
128.4,1400,1000,1
-1.9,1300,553.6,1
180.5,1150,1000,1
162.5,1060,1000,1
133.5,570,1000,1
30.2,1960,1000,1
28.1,775,1000,1
67.8,1760,1000,1
-54.4,2330,1000,1
208.1,780,1000,1
187.1,260,1000,1
2.3,640,1000,0
-176.1,29870,502.6,0
45,3930,388.3,0
111.7,1690,1000,1
267.7,2570,1000,1
111.9,540,1000,1
64.1,1730,1000,1
80.5,1427,1000,1
-24.8,4750,1000,1
134.9,1518,1000,1
-19.3,1080,1000,1
4855,26310,938.5,0
5.8,190,361.5,1
40.3,1710,1000,1
17008.3,-23430,1000,0
120.2,540,1000,1
192.6,420,1000,0
-34.5,150,1000,1
529.5,510,1000,1
122.9,1640,1000,0
5.3,676,1000,1
60.2,818,1000,1
53.3,1010,1000,1
-94,-230,1000,0
101,570,1000,1
209.1,1630,1000,1
305.4,1600,1000,1
464.6,0,1000,1
58.1,1530,1000,1
820.1,-2690,331.5,0
-30.7,-1700,1000,0
173.9,1180,833,0
163.5,7320,1000,0
95.8,1790,1000,1
132.5,770,1000,1
-39.4,1380,1000,1
-1000,-5812.1,0,0
75.6,2210,1000,0
136857.1,-110,1000,0
64.2,2030,1000,1
-22.7,1753,1000,1
144.8,810,1000,0
42138663.9,-1300,335.8,0
154.9,1520,1000,1
81.9,2460,1000,1
-82.2,480,1000,1
-62.5,580,1000,1
-72.1,1350,1000,1
-50.5,690,1000,1
-78.3,-1240,1000,0
285.2,1510,1000,1
679.5,1520,675.2,1
-32.1,1330,1000,1
-34.5,1400,1000,0
420.4,873,1000,1
-71,1600,783.7,0
0.9,1248,1000,1
-77.7,930,385.2,1
-1.4,840,1000,1
223.1,590,1000,0
14.5,230,1000,1
79.5,-2610,346.8,0
352.5,1986,1000,1
285.1,290,1000,1
-29.4,550,1000,1
645.2,240,1000,0
70.3,100,1000,1
91.5,1530,1000,1
638.3,180,1000,1
9.7,220,1000,0
-54.4,260,1000,1
444.5,1510,1000,0
6.3,1380,1000,0
52.8,3040,520.4,1
4.1,1400,1000,1
-207.5,-1080,791.9,0
2854.3,1850,1000,0
51,830,1000,1
70.4,3590,1000,1
134.8,900,1000,1
90.9,640,1000,1
620.6,2340,1000,0
2725.2,710,809.5,0
164.6,1165,1000,1
108,990,1000,1
53.4,4080,1000,0
-402.3,670,1000,1
54.4,710,1000,0
1185.1,980,1000,1
156.9,630,1000,0
346.2,1730,813.7,1
78,1690,1000,1
30.3,1140,1000,1
-33.5,-300,895,0
45.2,535,779.8,1
959,60,1000,1
33,705,1000,1
99.6,-430,1000,0
-14.3,540,1000,1
-6.2,1270,1000,1
-21.2,160,520.3,0
34.2,1730,1000,1
80.9,745,1000,1
-208,-7390,1000,0
147.7,780,1000,1
-24.1,450,1000,1
-52.1,2250,322.7,0
105.7,3340,306.8,0
404.9,230,255.9,0
14.7,1070,184.8,0
81.1,2640,365.1,1
22.4,1730,278.1,0
95.7,3070,285.7,1
80.8,2190,349.5,1
138.2,1420,211.1,0
-10.9,2660,350.2,0
124.5,5670,485.9,1
102.1,1890,171.5,0
317.1,-560,313.8,0
66.1,4950,348.2,0
70.7,2030,319.6,1
139.9,1680,549.9,1
93.4,1760,291,1
60.4,2590,352.8,0
10.7,3590,352.7,0
10.5,710,271.8,0
92.1,3000,353.7,0
105.8,2610,300.9,1
45.7,3730,395.7,1
36.8,2420,330.2,0
-144.6,1990,548.9,0
45.3,4720,303.2,0
168.9,1690,102.6,1
129.2,5916.8,252.2,1
-121.4,495.7,319.1,0
187.7,935,346.7,0
351.6,1580.5,193.4,0
49.7,2240,432.1,0
23.6,1320,565.3,1
274.9,2960,320.3,1
87.6,3040,253.3,0
96.9,5240,301.3,0
5794,-870,853,0
448.8,172.7,286.6,0
45.8,2360,551.6,1
92.3,2950,293.6,0
0.3,1650,109.5,0
212.7,1460,214.9,0
150.5,1950,374.7,0
22.9,1190,447.1,0
34.5,1460,495.2,1
34.9,-1470,340.5,0
21.4,3120,475.4,1
-13.3,1570,652.1,1
23.2,1960.2,128.8,1
273.3,5110,250,0
30.5,2270,255.6,0
600,2360,152.9,1
122.7,2480,218.1,1
-121.3,1666.9,28.8,1
-39.2,-24240,76.1,0
137.7,1560,201.8,0
116.3,-1150,-62.5,0
76.3,2100,454.6,1
719.7,-32,973.9,0
43.6,3010,599.5,0
121,-1727.4,176.7,0
79.4,859,143,1
1755.5,3030,194.8,0
65.2,1680,335,1
-5.9,2160,333.6,1
1005.6,160,766,0
-585.5,-182000,-7.6,0
18.2,-10,1000,1
29.1,3860,333.8,1
276.8,266.8,304.5,1
116.3,2910,285.5,0
49.3,1190,364.2,1
75.1,1580,197.2,0
54.1,698.5,237.8,0
53.7,450,560.3,0
154.6,2560,536,0
288.4,1060,786.9,0
160.5,1790,280.2,1
-82,4908,409.1,0
27.2,430,358,1
89.2,-10,616.8,1
49,2320,288.4,1
83,890,802.2,1
571.1,8580,211.8,0
-98,-4200,369.1,0
20,1140,391.3,1
47.9,447.5,583.7,0
49.1,1070,429.1,1
-1.2,420,692.5,0
215.7,620,458.9,0
186.9,667,391.1,1
60,2390,637.4,0
802.9,2870,332.4,0
69.5,6490,385.9,0
115.4,2660,688.2,1
-495.5,2660,198.1,0
39.1,-530,334,1
583.6,1120,827.3,1
29.5,2420,810.9,0
624.3,-1727.5,116.3,1
-122.3,1138,424.1,0
1110.1,-960,681.9,0
694,1050,439.7,1
208.2,880,423.6,0
-209.4,-260,690.7,0
65.2,4730,596.6,0
-30.1,1500,589.1,1
182,-110,481.7,0
334.7,-390,762.1,1
-38.2,1140,654,1
539,-1080,265.9,1
107.7,600,55.2,1
-366.2,3440,403,0
182.5,1360,873.3,0
-35.1,750,549.2,1
-14.4,6880,288.2,0
136.2,430,343.1,0
115,385,358.5,1
74.4,640,511.3,0
-39.2,910,288.7,0
68.8,2610,569.3,1
226.8,-1110,626.3,1
1112.2,-14890,790.9,0
195.2,-520,294.8,1
387.3,60,391.5,1
-86.2,1190,65.1,1
48.7,4640,303.8,1
-16.6,1020,879.4,1
503.8,6052.3,615,0
-56.7,11970,500.1,0
133,2060,605.3,1
717,1131.7,821.1,0
13303.3,-1940,647.8,1
242.5,1820,417.1,0
-43.7,4660,280.2,0
22.6,540,850,1
3.9,110,501.3,0
203.2,1546.7,495.1,1
118.3,-800,693.6,0
76.4,1140,262.8,0
159,2060,848.1,0
280.2,3840,435.7,1
172.8,2270,467.5,1
-262.9,929.5,717.6,0
188.8,20910,610.7,1
386.1,700,779.4,0
24.6,3960,243.3,1
-49,-3440,218.9,0
160.6,2370,401.6,1
76.9,1480,802.7,1
42.7,240,337.8,1
52.9,198.9,319.6,1
345.6,-1260,528.9,1
851.2,330,753.8,0
131.5,1190,786.9,0
935.4,3790,398.3,1
30.5,3510,579.1,1
402.7,110,819,1
190.9,180,352.7,0
65.1,2650,352.7,1
36.7,-470,562,1
51.2,4340,331.7,1
-58.5,30,623.2,1
414.4,1070,449.9,0
-159.3,-4900,147.4,1
-23.8,617.4,591.7,1
123.6,920,1000,1
975.6,2970.6,497.3,0
607.4,-1230,635.5,1
244.6,1870,688.9,0
3.5,-370,396.3,1
-58.5,2309.3,143.2,0
-1.2,1870,619.6,0
-447.3,-80,569.4,0
335,330,870.6,1
-384.7,-11180,-6.3,0
2627.3,-3110,125.2,1
620.4,510,935.4,0
51.6,800,245.2,0
154,400,533.3,1
542.6,-680,915.3,0
-9,-730,617.7,1
221,1990,584.5,1
62.9,820,481.1,0
448.4,110,823.4,1
418.2,-1610,664.2,1
1414.6,-560,-75.7,0
90.6,380,244.9,1
75.3,3180,857.9,1
98.6,2370,688,1
397.5,-330,415.5,1
58.9,1770,265.5,0
-48.2,1130,281.6,0
278.7,2440,446.3,1
239.9,620,331.8,1
14.9,2360,541.4,0
-107.6,1940,132.6,1
3093.7,-350,-1770.6,1
1749.8,700,479.8,1
87.7,2010,638.9,1
302.7,900,783.7,1
283,-1270,687.4,0
77.4,790,465.1,1
735.6,-600,514.5,1
1634.8,-3120,588.7,0
184.2,-1700,343.3,0
763.5,-1260,637.6,1
266.5,-740,760.8,1
115.5,1720,355,0
-156,460.7,361.5,0
187.2,1090,568,1
521.1,-750,881.6,1
46.7,2800,813.5,1
-83.9,140,337.4,0
84.8,-610,232.3,1
-199.3,-20000,204.3,0
-246.8,-1020,388.5,0
98.8,-380,414.4,1
135.2,-4960,509.8,1
80.7,1010,662.3,0
57.7,2380,325.3,0
713.6,-1010,623,0
5,1250,564.4,1
423.7,-1220,705.3,1
622.2,200,606.9,1
159.8,-340,288.4,1
143,470,346.6,0
774.6,-350,749.8,1
99,455.6,208.8,1
-1000,-13460,0,0
-29,890,231.7,0
62.3,180,313.7,1
165,220,574.7,1
617,1420,671.3,1
789.6,4400,196.2,1
143.9,-350,685.5,0
-80.9,3329.3,716.2,1
188.8,1020,374.9,0
-19.1,2390,394.4,1
145.7,4070,409.1,1
115.2,150,991.3,1
247.3,5892.8,721.5,1
285.3,-300,778.8,1
49,1360,724.6,0
121.3,1440,159.1,1
91.5,590,408.4,1
273.2,110,485.6,0
46.9,820,538.8,0
1186.7,-10250,771.9,0
102.8,3080,792.7,0
46.5,-1214.9,233.2,1
427.8,1340,460.3,1
106.1,920,864.9,0
133.8,-2250,583.7,0
-55.6,5290,481.4,1
180.7,-130,749,0
-18.3,810,494.2,0
58.8,8300,170.8,0
100.4,1270,364.9,1
1089.8,-570,588.4,1
510.2,-3050,733.2,1
73,3500,882,1
169.3,4130,821,0
-117.9,1720,498.6,1
53.8,4330,242.5,1
-583.7,-830,133.2,1
639.6,62,77,1
-17.3,3317.2,443.3,0
86.4,3170,254.5,0
73,-130,567.7,1
22.9,1420,490.2,0
150.2,2600,823.1,1
-31.1,180,146.9,0
28.6,4980,723.4,1
-87.3,-340,151.4,0
282.4,-210,832.5,1
137.1,-860,871.5,0
253.1,-1300,818.3,0
158.4,2260,316.9,0
178.2,770,356,1
241.4,-530,326.3,0
492.6,-4200,697.3,1
358.3,-910,902.2,0
0,-106000,396.2,0
216.1,2720,546.5,1
648.3,-580,301.8,1
252,150,700.1,1
651.6,3230,998.6,0
280.7,-6650,759.7,0
301.8,930,633.5,1
58.5,560,176.7,0
293.6,-170,887.8,1
115.9,1520,78.8,0
227.8,110,431.5,1
-1.1,-1150,287.2,1
1426.7,85.6,763.9,1
567.6,-4430,641.9,0
1112.9,90,615.7,0
685.5,-7640,164.9,1
-64.4,-250,390.8,0
5.1,1100,481.8,1
28.7,-80000,364.3,0
44.7,5120,585.3,1
166.5,2170,432.6,1
74.5,1420,390.6,1
112.5,-190,615.7,1
762.6,-1490,815.9,1
663.4,300,339.2,1
257.1,930,865.4,1
142.5,1280,463.4,1
194.8,-4330,590.2,1
-63.5,-690,539.8,1
120.3,630,515.5,1
477,-190,328.7,0
-61.4,-500,489.8,0
216.6,1670,349.6,0
676.7,770,359,0
136.6,2940,384.3,0
65,141.9,227.5,0
15.6,2350,552.3,0
-21.5,-50,205.6,0
315.1,1480,374.6,1
225.5,-1000,469.8,1
179.8,-520,565.3,1
80.2,3950,117.3,1
92.3,230,858.6,1
191.7,910,685.6,0
50.4,2380,78.6,0
389.1,-450,384,0
49.7,1810,382.4,0
-242.4,-2000,511,0
-266.2,-2220,671.4,1
-138,2330,80.8,0
77.2,1350,311.3,0
222.3,500,688.1,0
311.9,-2510,363.5,1
27.9,-2440,563.4,0
9.4,840,564.6,0
262,1240,153.7,0
781.2,1877.6,743.3,0
6.8,450,766.8,1
476.1,340,334.7,1
90.7,1890,558.9,0
2515.4,-1160,391,0
326.2,-910,756.4,1
187.5,-540,679.3,0
-58.9,380,614.4,0
-16.7,2550,353.4,0
207.4,1910,206.5,1
370,-720,650.9,1
159.2,440,686.3,1
150.8,-700,411.7,0
266.1,-440,521.7,0
227,1160,512,1
-85.4,2530,462.1,0
191.4,1320,368.8,1
109.9,-100,1000,1
284.8,250,598.5,0
119,2390,338.4,1
-73.9,-3360,143.8,0
284.1,1320,517.4,1
432.3,-862,281.6,1
11.8,-1520,144.8,0
12.7,2890,103.3,0
159.6,400,368.6,0
-28.4,610,72,0
55.1,5510,330.1,0
74.6,-370,453.9,1
152.2,2300,776.6,1
56.6,2630,109.5,1
207,-210,266.5,0
323.5,-1280,699.4,1
-31.9,5780,319.3,1
320.1,-51600,1000,0
269.2,-750,306.8,1
347.6,3532.5,215.3,1
-119.6,960,666.8,0
210.6,-340,394.3,0
-43.5,460,329.4,1
46.9,1680,778.9,1
86.8,2770,836.1,1
4.9,-600,315.3,0
548.6,-2390,483.1,0
47.5,-105850,662.2,1
392.6,630,603.6,0
702.2,-7500,659.2,1
210.1,-460,362.5,0
-4.4,970,897,0
225.7,85,687.4,1
494.6,-700,834.4,1
193.1,-210,666.1,0
66.1,5050,131.6,0
37.9,-400,345.5,1
192.4,150,675.8,1
-197.7,-860,538.3,1
406.2,-260,493.1,1
68,-40,767.9,0
193.8,40,519.3,0
91.7,1040,359.5,1
5330.5,-680,321.5,0
48.5,1670,777.9,1
60.8,990,744.2,0
67.4,2580,94.8,0
-232.1,1270,140.8,1
-53.1,160,398.8,0
137.6,-530,650.2,0
-46.8,-470,456.4,0
228.8,-51.7,301.8,0
1129.7,-2580,829.4,0
-69,-1120,609.8,1
237.3,920,783.2,0
117.6,-550,288.4,0
0,-470,839.9,0
74,2650,521.2,0
158.5,860,530.4,0
295.5,-244800,-16802.1,0
61.4,1740,651.9,1
306.4,340,338.8,1
45.9,70,834.7,1
-57.2,-120,185.7,1
31.7,2033,407.1,0
391.4,-670,418,1
48.6,-410,443.1,0
79,420,220.3,1
77.2,770,632.4,0
50.7,1360,328,1
126,568.3,522.8,0
60.1,330,489.6,1
33.4,1840,134,1
-69.1,-90,541.3,1
1948.6,-1390,315.2,0
182.2,-3080,457.4,0
124.2,4350,380.8,1
556.9,460,857.2,1
186.7,920,540.2,1
70.3,1450,533.3,0
675,2000,237,0
183.5,1790,473.3,1
138,190,857.9,1
64.9,520,256.7,0
40.7,160,340.5,0
-38.1,2491,1000,1
636,-1900,632.1,0
57.7,4730,50.8,1
23.6,-60,732.7,0
188,3850,541.1,1
17.4,250,285.5,1
149.7,550,820.9,0
130.5,2400,336.4,1
23.7,5870,378.8,0
353.9,290,602.3,0
486.7,2530,202.8,0
0,-5750,0,0
260.7,810,390.3,1
-89.5,160,218.2,1
747.7,-640,418.9,0
275.2,-3600,681.6,0
25.8,-1220,227.5,1
-447.1,-1050,200,0
19.3,2940,556.5,0
171.5,1950,551.5,0
85.5,1580,436.2,0
-19.5,2120,478.2,0
19.9,750,193.3,0
-12.7,600,603.5,0
-404.5,-440,700.4,1
-102.5,-1530,959.7,1
358.6,-2770,788.1,0
796.1,-980,526.9,1
54.6,840,82.3,0
623.7,-1340,205.8,0
133.4,-360,430.2,0
59,2360,346.2,0
62.3,2060,296.8,0
356.3,380,393.4,1
-93.9,-1590,582.1,0
66.5,40,218.1,1
-81.3,-220,287.2,0
2632.7,1300,348.6,1
395.6,-230,455.8,0
106.1,40,380.7,1
285.1,-6790,641.5,0
-167.2,-380,206.5,1
68,-230,396.8,0
-10.5,-3470,797.4,0
-60.4,-2030,290.2,0
-630.4,-96700,-1465.2,0
248.5,-1400,714.7,0
244.7,-7560004,297.7,0
921.5,200.8,1000,0
290.4,380,565.6,0
63.5,0,425.6,0
200.1,120,735.9,0
-431.5,-190,1000,0
108.8,1630,131.3,0
127.6,570,268.9,1
-62.5,70,493.4,1
535.4,70,714.8,0
61.3,2800,684,1
39,-40,901.6,1
-364.2,-1053360,192.1,0
4.9,1990,543.5,0
-53.9,495.6,668.1,0
4.3,-20,455.4,1
83.7,10,390.1,1
34,110,464.5,0
75.7,2205,205.1,1
-368.9,180,452.2,1
223.3,730,327,0
-37.8,-8980,133.8,0
-271.4,180,257.2,1
81.7,680,527.4,0
213.8,-80,703.6,0
87.6,880,306.6,1
-20.9,270,416.8,0
16213.2,-580,541.6,1
989.5,1520,294.1,1
-270.1,-1250,238.1,1
-216.3,-760,595.2,0
120.3,430,393.4,0
132.7,-27300,250.1,0
